president,congress,congress_start_year,congress_end_year,nominee,court_name,nomination_date,recess_appointment,outcome
"William J. Clinton (1993-2001)
",105th,1997,1998,"Rangel, Jorge C.",Fifth Circuit,1997-07-24 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Bingler, John H., Jr.",Western District of Pennsylvania,1997-07-31 00:00:00,False,"withdrawn by president February 12, 1998"
"William J. Clinton (1993-2001)
",105th,1997,1998,"Colman, Jeffrey D.",Northern District of Illinois,1997-07-31 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Massiah-Jackson, Frederica A.",Eastern District of Pennsylvania,1997-07-31 00:00:00,False,"withdrawn by president March 16, 1998"
"William J. Clinton (1993-2001)
",105th,1997,1998,"Gould, Ronald M. (1)",Ninth Circuit,1997-11-08 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Berzon, Marsha L. (1)",Ninth Circuit,1998-01-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Klein, James W.",District of the District of Columbia,1998-01-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Dyk, Timothy B. (1)",Federal Circuit,1998-04-01 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Freedberg, Robert A.",Eastern District of Pennsylvania,1998-04-23 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Norton, Lynette",Western District of Pennsylvania,1998-04-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Stark, Jeffrey G.",Court of International Trade,1998-04-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Phillips, Virginia A. (1)",Central District of California,1998-05-11 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Raymar, Robert S.",Third Circuit,1998-06-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Goode, Barry P.",Ninth Circuit,1998-06-24 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Davis, Legrome D. (1)",Eastern District of Pennsylvania,1998-07-30 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Hibbler, William J. (1)",Northern District of Illinois,1998-09-16 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Kennelly, Matthew F. (1)",Northern District of Illinois,1998-09-16 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Davis, Legrome D. (1)",Eastern District of Pennsylvania,1999-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Durham, Barbara",Ninth Circuit,1999-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Goode, Barry P.",Ninth Circuit,1999-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Norton, Lynette",Western District of Pennsylvania,1999-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"White, Helene N.",Sixth Circuit,1999-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"White, Ronnie L.",Eastern District of Missouri,1999-01-26 00:00:00,False,"rejected by Senate October 5, 1999"
"William J. Clinton (1993-2001)
",106th,1999,2000,"Leonard, J. Rich",Eastern District of North Carolina,1999-03-24 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Klein, James W.",District of the District of Columbia,1999-03-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Johnson, H. Alston III",Fifth Circuit,1999-04-22 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"McCarthy, Frank H.",Northern District of Oklahoma,1999-04-30 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Coan, Patricia A.",District of Colorado,1999-05-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Gee, Dolly M.",Central District of California,1999-05-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Woocher, Fredric D.",Central District of California,1999-05-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Duffy, James E., Jr.",Ninth Circuit,1999-06-17 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Kagan, Elena",District of Columbia Circuit,1999-06-17 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Tusan, Gail S.",Northern District of Georgia,1999-08-03 00:00:00,False,"withdrawn by president March 27, 2000"
"William J. Clinton (1993-2001)
",106th,1999,2000,"Bell, Steven D.",Northern District of Ohio,1999-08-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Wynn, James A., Jr. (1)",Fourth Circuit,1999-08-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Lewis, Kathleen M.",Sixth Circuit,1999-09-16 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Moreno, Enrique",Fifth Circuit,1999-09-16 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Lyons, James M.",Tenth Circuit,1999-09-22 00:00:00,False,"withdrawn by president June 6, 2000"
"William J. Clinton (1993-2001)
",106th,1999,2000,"Snyder, Allen R.",District of Columbia Circuit,1999-09-22 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Fields, Rhonda C.",District of the District of Columbia,1999-11-17 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Cindrich, Robert J.",Third Circuit,2000-02-09 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Markus, Kent R.",Sixth Circuit,2000-02-09 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Campbell, Bonnie J.",Eighth Circuit,2000-03-02 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Fineman, S. David",Eastern District of Pennsylvania,2000-03-09 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Riegle, Linda B.",District of Nevada,2000-04-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Morado, Ricardo",Southern District of Texas,2000-05-11 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Orlofsky, Stephen M.",Third Circuit,2000-05-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Sebelius, K. Gary",District of Kansas,2000-06-06 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Simon, Kenneth O.",Northern District of Alabama,2000-06-06 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Lim, John S.W.",District of Hawaii,2000-06-08 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Gregory, Roger L. (1), (2)",Fourth Circuit,2000-06-30 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Arguello, Christine M.",Tenth Circuit,2000-07-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Cercone, David S.",Western District of Pennsylvania,2000-07-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Litman, Harry P.",Western District of Pennsylvania,2000-07-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Couch, Valerie K.",Western District of Oklahoma,2000-09-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Johnston, Marian M.",Eastern District of Oklahoma,2000-09-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Achelpohl, Steven E.",District of Nebraska,2000-09-12 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Anderson, Richard W.",District of Montana,2000-09-13 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Lieberman, Stephen B.",Eastern District of Pennsylvania,2000-09-14 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Hall, Melvin C.",Western District of Oklahoma,2000-10-03 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Davis, Andre M. (1)",Fourth Circuit,2000-10-06 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",106th,1999,2000,"Gibson, S. Elizabeth",Fourth Circuit,2000-10-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",107th,2001,2002,"Campbell, Bonnie J.",Eighth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Duffy, James E., Jr.",Ninth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Goode, Barry P.",Ninth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Gregory, Roger L. (1), (2)",Fourth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Lewis, Kathleen M.",Sixth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Moreno, Enrique",Fifth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"White, Helene N.",Sixth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Wynn, James A., Jr. (1)",Fourth Circuit,2001-01-03 00:00:00,False,"withdrawn by president March 19, 2001"
"William J. Clinton (1993-2001)
",107th,2001,2002,"Johnson, H. Alston III",Fifth Circuit,2001-01-04 00:00:00,False,"withdrawn by president March 19, 2001"
"George W. Bush (2001-2009)
",107th,2001,2002,"Boyle, Terrence W.",Fourth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Clement, Edith B. (1)",Fifth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Cook, Deborah L. (1)",Sixth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Estrada, Miguel A.",District of Columbia Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"McConnell, Michael W. (1)",Tenth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Owen, Priscilla R. (1)",Fifth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Parker, Barrington D., Jr. (1)",Second Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Roberts, John G., Jr. (1)",District of Columbia Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Shedd, Dennis (1)",Fourth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Sutton, Jeffrey S. (1)",Sixth Circuit,2001-05-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Prost, Sharon (1)",Federal Circuit,2001-05-21 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Smith, Lavenski R. (1)",Eighth Circuit,2001-05-22 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Pickering, Charles W., Sr. (2)",Fifth Circuit,2001-05-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Tymkovich, Timothy M. (1)",Tenth Circuit,2001-05-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Wooten, Terry L. (1)",District of South Carolina,2001-06-18 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Smith Camp, Laurie (1)",District of Nebraska,2001-06-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Cassell, Paul G. (1)",District of Utah,2001-06-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Bates, John D. (1)",District of the District of Columbia,2001-06-20 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Walton, Reggie B. (1)",District of the District of Columbia,2001-06-20 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Hartz, Harris L. (1)",Tenth Circuit,2001-06-21 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Clifton, Richard R. (1)",Ninth Circuit,2001-06-22 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Kuhl, Carolyn B.",Ninth Circuit,2001-06-22 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Gritzner, James E. (1)",Southern District of Iowa,2001-07-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Melloy, Michael J. (1)",Eighth Circuit,2001-07-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Mills, Michael P. (1)",Northern District of Mississippi,2001-07-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Armijo, M. Christina (1)",District of New Mexico,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Bowdre, Karon O. (1)",Northern District of Alabama,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Bunning, David L. (1)",Eastern District of Kentucky,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Caldwell, Karen K. (1)",Eastern District of Kentucky,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Eagan, Claire V. (1)",Northern District of Oklahoma,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Engelhardt, Kurt D. (1)",Eastern District of Louisiana,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Friot, Stephen P. (1)",Western District of Oklahoma,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Granade, Callie V. (1)",Southern District of Alabama,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Heaton, Joe L. (1)",Western District of Oklahoma,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Hicks, Larry R. (1)",District of Nevada,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Howard, Jeffrey R. (1)",First Circuit,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Johnson, William P. (1)",District of New Mexico,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"O'Brien, Terrence L. (1)",Tenth Circuit,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Payne, James H. (1)","Eastern, Northern and Western Districts of Oklahoma",2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Reeves, Danny C. (1)",Eastern District of Kentucky,2001-08-02 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Boyle, Terrence W.",Fourth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Cook, Deborah L. (1)",Sixth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Estrada, Miguel A.",District of Columbia Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Kuhl, Carolyn B.",Ninth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Owen, Priscilla R. (1)",Fifth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Pickering, Charles W., Sr. (2)",Fifth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Roberts, John G., Jr. (1)",District of Columbia Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Sutton, Jeffrey S. (1)",Sixth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Tymkovich, Timothy M. (1)",Tenth Circuit,2001-09-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Steele, William H.",Eleventh Circuit,2001-10-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"McKeague, David W. (1)",Sixth Circuit,2001-11-08 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Neilson, Susan B. (1)",Sixth Circuit,2001-11-08 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Saad, Henry W.",Sixth Circuit,2001-11-08 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Stanceu, Timothy C. (1)",Court of International Trade,2001-12-19 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Rohlfing, Frederick W. III",District of Hawaii,2002-01-23 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Bybee, Jay S. (1)",Ninth Circuit,2002-05-22 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Dever, James C. III (1)",Eastern District of North Carolina,2002-05-22 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Griffin, Richard A. (1)",Sixth Circuit,2002-06-26 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Junell, Robert A. (1)",Western District of Texas,2002-07-18 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Otero, S. James (1)",Central District of California,2002-07-18 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Feuerstein, Sandra J. (1)",Eastern District of New York,2002-07-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Frost, Gregory L. (1)",Southern District of Ohio,2002-08-01 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Holwell, Richard J. (1)",Southern District of New York,2002-08-01 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Erickson, Ralph R. (1)",District of North Dakota,2002-09-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Hicks, S. Maurice, Jr. (1)",Western District of Louisiana,2002-09-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Ludington, Thomas L. (1)",Eastern District of Michigan,2002-09-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Quarles, William D., Jr. (1)",District of Maryland,2002-09-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Adams, John R. (1)",Northern District of Ohio,2002-10-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Breen, J. Daniel (1)",Western District of Tennessee,2002-10-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Carney, Cormac J. (1)",Central District of California,2002-10-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",107th,2001,2002,"Varlan, Thomas A. (1)",Eastern District of Tennessee,2002-10-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Boyle, Terrence W.",Fourth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Dever, James C. III (1)",Eastern District of North Carolina,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Estrada, Miguel A.",District of Columbia Circuit,2003-01-07 00:00:00,False,"withdrawn by president September 4, 2003"
"George W. Bush (2001-2009)
",108th,2003,2004,"Griffin, Richard A. (1)",Sixth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Kuhl, Carolyn B.",Ninth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Ludington, Thomas L. (1)",Eastern District of Michigan,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"McKeague, David W. (1)",Sixth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Neilson, Susan B. (1)",Sixth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Owen, Priscilla R. (1)",Fifth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Pickering, Charles W., Sr. (2)",Fifth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Rohlfing, Frederick W.",District of Hawaii,2003-01-07 00:00:00,False,"withdrawn by president May 6, 2004"
"George W. Bush (2001-2009)
",108th,2003,2004,"Saad, Henry W.",Sixth Circuit,2003-01-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Pryor, William H., Jr. (1), (2)",Eleventh Circuit,2003-04-09 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Allen, Claude A.",Fourth Circuit,2003-04-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Conrad, Robert J., Jr. (1)",Western District of North Carolina,2003-04-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Ryan, Daniel P.",Eastern District of Michigan,2003-04-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Myers, William G. III",Ninth Circuit,2003-05-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Brown, Janice R. (1)",District of Columbia Circuit,2003-07-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Kavanaugh, Brett M. (1)",District of Columbia Circuit,2003-07-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Haynes, William J. II",Fourth Circuit,2003-09-29 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Sheridan, Peter G. (1)",District of New Jersey,2003-11-05 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Allen, Claude A.",Fourth Circuit,2004-01-20 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Pickering, Charles W., Sr. (2)",Fifth Circuit,2004-02-06 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Pryor, William H., Jr. (1), (2)",Eleventh Circuit,2004-03-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Griffith, Thomas B. (1)",District of Columbia Circuit,2004-05-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Crotty, Paul A. (1)",Southern District of New York,2004-09-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Cox, Sean F. (1)",Eastern District of Michigan,2004-09-10 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",108th,2003,2004,"Seabright, J. Michael (1)",District of Hawaii,2004-09-15 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Boyle, Terrence W.",Fourth Circuit,2005-02-14 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Haynes, William J. II",Fourth Circuit,2005-02-14 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Kavanaugh, Brett M. (1)",District of Columbia Circuit,2005-02-14 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Myers, William G. III",Ninth Circuit,2005-02-14 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Ryan, Daniel P.",Eastern District of Michigan,2005-02-14 00:00:00,False,"withdrawn by president March 30, 2006"
"George W. Bush (2001-2009)
",109th,2005,2006,"Saad, Henry W.",Sixth Circuit,2005-02-14 00:00:00,False,"withdrawn by president March 27, 2006"
"George W. Bush (2001-2009)
",109th,2005,2006,"Roberts, John G., Jr.",Supreme Court,2005-07-29 00:00:00,False,"withdrawn by president September 6, 2005"
"George W. Bush (2001-2009)
",109th,2005,2006,"Payne, James H.",Tenth Circuit,2005-09-29 00:00:00,False,"withdrawn by president March 7, 2006"
"George W. Bush (2001-2009)
",109th,2005,2006,"Miers, Harriet E.",Supreme Court,2005-10-07 00:00:00,False,"withdrawn by president October 28, 2005"
"George W. Bush (2001-2009)
",109th,2005,2006,"Smith, N. Randy",Ninth Circuit,2005-12-16 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Bryant, Vanessa L. (1)",District of Connecticut,2006-01-25 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wallace, Michael B.",Fifth Circuit,2006-02-08 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Holmes, Jerome A.",Northern District of Oklahoma,2006-02-14 00:00:00,False,"withdrawn by president May 4, 2006"
"George W. Bush (2001-2009)
",109th,2005,2006,"Gutierrez, Philip S. (1)",Central District of California,2006-04-24 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Fairbank, Valerie B. (1)",Central District of California,2006-05-04 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Howard, Marcia M. (1)",Middle District of Florida,2006-06-06 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Southwick, Leslie",Southern District of Mississippi,2006-06-06 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Frizzell, Gregory K. (1)",Northern District of Oklahoma,2006-06-07 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Wood, Lisa G. (1)",Southern District of Georgia,2006-06-12 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Bailey, John P. (1)",Northern District of West Virginia,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Donohue, Mary O.",Northern District of New York,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Jarvey, John A. (1)",Southern District of Iowa,2006-06-28 00:00:00,False,no Senate vote
"George W. Bush (2001-2009)
",109th,2005,2006,"Jonker, Robert J. (1)",Western District of Michigan,2006-06-28 00:00:00,False,no Senate vote
